god bless,wow,perfect ,happy,unfortunately,worried,sorry ,late
,,,213993,113750,,270297,129093
,,,214025,114101,,270340,129097
,,,215076,114143,,270564,129107
,,,215230,114217,,270578,129113
,,,215390,114235,,270581,129115
,,,215409,114387,,270586,129120
,,,215411,114430,,270636,129127
,,,215501,114432,,270663,129128
,,,215574,114659,,270671,129139
,,,215603,114679,,270751,129156
,,,215842,114685,,270786,129161
,,,215853,114706,,270854,129171
,,,216100,114871,,270861,129184
,,,216258,114873,,270921,129187
,,,216286,114916,,270927,129188
,,,216289,114928,,270950,129196
,,,216292,115172,,270984,129197
,,,216294,115262,,271039,129207
,,,216295,115305,,271087,129210
,,,216306,115317,,271129,129211
,,,216459,115329,,271179,129220
,,,216649,115551,,271898,129241
,,,216816,115580,,271906,129249
,,,217333,116374,,271937,129266
,,,217415,116402,,271985,129271
,,,217435,116440,,271999,129277
,,,217468,116689,,272030,129285
,,,217474,116833,,272073,129292
,,,217501,117099,,272074,129296
,,,217503,117170,,272097,129308
,,,217504,117201,,272119,129329
,,,217538,117242,,272170,129330
,,,217557,117477,,272209,129333
,,,217574,117478,,272300,129339
,,,217606,117521,,272304,129351
,,,217639,117562,,272373,129359
,,,217663,117586,,272398,129360
,,,217796,117664,,272408,129383
,,,217800,117742,,272455,129404
,,,217801,117859,,272468,129416
,,,217816,118007,,272470,129422
,,,217822,118044,,273003,129428
,,,217841,118126,,273028,129439
,,,217847,118151,,273076,129472
,,,217877,118153,,273121,129572
,,,217882,118315,,273635,129593
,,,217889,118787,,273643,129727
,,,217899,118991,,273738,129728
,,,217955,119477,,273783,129737
,,,217956,119645,,273799,129743
,,,217958,120546,,273866,129749
,,,218364,120578,,273956,129755
,,,218389,120711,,273984,129757
,,,218457,120713,,274055,129769
,,,218497,120720,,274126,129782
,,,218670,122176,,274253,129785
,,,218921,122640,,274308,129802
,,,219101,122963,,274319,129817
,,,219908,122969,,274353,129820
,,,219980,123087,,274360,129836
,,,219995,123099,,274439,129840
,,,220561,123116,,274504,129846
,,,220574,123137,,274541,129872
,,,220597,123160,,274547,129874
,,,220622,123213,,274553,129883
,,,220623,123347,,274561,129900
,,,220909,123551,,274577,129906
,,,220923,123560,,274903,129924
,,,220967,123562,,274955,129931
,,,222451,123604,,274984,129932
,,,222503,123687,,275037,129952
,,,223037,123738,,275254,129955
,,,223130,123751,,275312,129975
,,,223147,123864,,275411,129996
,,,223189,123887,,275533,130000
,,,223241,123929,,275633,130003
,,,223474,123955,,275659,130009
,,,223511,124067,,275717,130019
,,,223577,124074,,275811,130027
,,,223578,124099,,275813,130034
,,,223579,124125,,275882,130039
,,,223652,124142,,275911,130042
,,,223662,124220,,275956,130051
,,,223675,124256,,276165,130056
,,,223676,124274,,276171,130074
,,,223724,124276,,276173,130077
,,,223757,124282,,276196,130103
,,,223760,124290,,276200,130108
,,,223761,124330,,276206,130113
,,,223763,124391,,276257,130132
,,,223764,124443,,276485,130138
,,,223768,124537,,276491,131078
,,,223770,124564,,276545,131081
,,,223778,124645,,276560,131082
,,,223782,124675,,276600,131095
,,,223794,125115,,276609,131107
,,,223798,125127,,276685,131117
,,,224121,125403,,276692,131118
,,,224770,125636,,276725,131127
,,,224805,125643,,276732,131130
,,,225053,125665,,276789,131137
,,,225066,125667,,276802,131139
,,,225189,125674,,276810,131142
,,,225205,125730,,276813,131148
,,,225239,125778,,276820,131161
,,,225248,125786,,276826,131175
,,,225424,125794,,276846,131181
,,,225688,125801,,276857,131204
,,,225756,125803,,276945,131231
,,,225766,125832,,276956,131234
,,,225817,125840,,276962,131246
,,,225822,125854,,276973,131257
,,,225847,125860,,276996,131267
,,,225883,125864,,277095,131281
,,,226018,125883,,277115,131466
,,,226110,125888,,277167,131478
,,,226278,126440,,277169,132215
,,,226904,126449,,277172,132220
,,,226922,126505,,277198,132227
,,,226936,126515,,277202,132236
,,,226999,126533,,277204,132259
,,,227018,126538,,277217,132281
,,,227020,126618,,277234,132292
,,,227028,126632,,277248,132298
,,,227036,126634,,277301,132302
,,,227041,126648,,277359,132303
,,,227083,126714,,277516,132313
,,,227282,126726,,277992,132328
,,,227421,126742,,278000,132329
,,,227473,126745,,278006,132346
,,,227555,126772,,278022,132348
,,,227582,126834,,278058,132350
,,,227609,126848,,278079,132352
,,,227634,126866,,278092,132353
,,,227636,126922,,278112,132355
,,,227649,127169,,278163,132356
,,,227727,127201,,278181,132370
,,,228232,127216,,278191,132373
,,,228282,127231,,278417,132376
,,,228352,127275,,278525,132377
,,,228453,127332,,278535,132381
,,,228454,127355,,278550,132408
,,,228485,127425,,278570,132412
,,,228573,127441,,278612,132413
,,,228636,127564,,278625,132430
,,,228638,127566,,278630,132453
,,,228640,127595,,278642,132479
,,,228641,127607,,278647,132484
,,,228645,127829,,278652,132489
,,,228689,127899,,278658,132496
,,,228769,128006,,278678,132502
,,,228772,128011,,278700,132503
,,,228781,128034,,278705,132510
,,,228799,128044,,278706,132524
,,,229151,128561,,278714,132527
,,,229180,128611,,278747,132531
,,,229191,128655,,278751,132558
,,,229220,128669,,278755,132570
,,,229236,128713,,278765,133013
,,,229237,128799,,278779,133014
,,,229250,128833,,278796,133015
,,,229251,128844,,278815,133044
,,,229252,128859,,278825,133047
,,,229254,128871,,278831,133054
,,,229264,128883,,278836,133061
,,,229287,128885,,278847,133098
,,,229295,128890,,278851,133100
,,,229311,128955,,278852,133164
,,,229324,129005,,278872,133174
,,,229754,129009,,278890,133194
,,,230187,129025,,278893,133219
,,,230190,129140,,278926,133343
,,,230238,129239,,278933,133378
,,,230271,129249,,278945,133391
,,,230351,129267,,278961,133507
,,,230395,129360,,278970,133640
,,,230406,129454,,278995,133664
,,,230540,129706,,279064,133665
,,,231005,129714,,279090,133691
,,,231164,129727,,279112,133697
,,,231286,129773,,279142,133707
,,,232422,129814,,279170,133714
,,,232448,129820,,279220,133726
,,,233373,129842,,279489,133809
,,,233423,129846,,279501,133828
,,,233546,129883,,279526,133855
,,,233628,129894,,279559,133871
,,,233637,129932,,279560,133873
,,,233718,129953,,279581,133877
,,,233809,130020,,279591,133975
,,,233959,130038,,279644,133993
,,,234020,130102,,279646,134021
,,,235049,130114,,279650,134043
,,,235421,130120,,279687,134051
,,,235634,131072,,279689,134063
,,,235929,131098,,279697,134254
,,,236614,131109,,279700,134257
,,,236733,131131,,279720,134264
,,,236811,131302,,279738,134272
,,,236834,131485,,279756,134288
,,,236890,132278,,279760,134321
,,,236933,132308,,279762,134331
,,,236935,132391,,279789,134343
,,,237965,132393,,279821,134352
,,,238289,132399,,279850,134354
,,,238299,132413,,280110,134356
,,,238311,132459,,280113,134401
,,,238491,133232,,280148,134410
,,,238492,133236,,280157,134421
,,,238574,133334,,280223,134423
,,,238575,133376,,280235,134762
,,,238576,133507,,280272,134781
,,,238619,133632,,280280,134784
,,,238632,133643,,280285,134801
,,,238850,133669,,280295,134812
,,,238901,133697,,280307,134833
,,,238915,133739,,280315,134834
,,,238951,133773,,280331,134841
,,,238954,133856,,280340,134853
,,,239072,133973,,280361,134867
,,,239785,134006,,280368,134868
,,,240075,134340,,280433,134871
,,,240238,134789,,280496,134883
,,,240289,134793,,280507,134885
,,,241054,134797,,280535,134902
,,,241638,134855,,280543,134931
,,,241654,134911,,280555,134964
,,,242348,134984,,280573,134966
,,,242413,135059,,280613,134993
,,,242458,135062,,280630,135000
,,,242472,135105,,280635,135014
,,,243802,135119,,280646,135044
,,,244163,135160,,280663,135046
,,,244173,135164,,280675,135052
,,,244207,135178,,280717,135053
,,,244214,135180,,280753,135054
,,,244417,135261,,280755,135069
,,,244611,135339,,280759,135079
,,,244627,135436,,280763,135080
,,,245004,135516,,280774,135086
,,,245238,135576,,280776,135088
,,,245283,135582,,280816,135089
,,,245449,135694,,280820,135095
,,,245717,135734,,280856,135096
,,,246581,135744,,280869,135102
,,,246649,135794,,280877,135127
,,,246657,135861,,280907,135152
,,,246714,135883,,280943,135154
,,,246899,135923,,280949,135161
,,,247071,135951,,280987,135181
,,,247163,135972,,280992,135195
,,,247357,135980,,281011,135196
,,,247409,136024,,281031,135204
,,,247624,136073,,281063,135206
,,,248516,136079,,281069,135208
,,,248570,136088,,281194,135211
,,,249165,136195,,281252,135219
,,,249246,136221,,281295,135221
,,,249335,136292,,281311,135253
,,,249336,136296,,281331,135281
,,,249342,136323,,281365,135305
,,,249360,136330,,281516,135306
,,,250850,136818,,281569,135311
,,,251484,136848,,281580,135314
,,,251534,136870,,281690,135321
,,,251621,136893,,281904,135342
,,,252351,137059,,281906,135343
,,,252391,137525,,281923,135355
,,,253189,137554,,281973,135366
,,,253504,137568,,281990,135367
,,,253639,137570,,282270,135377
,,,253886,137572,,282286,135410
,,,253974,137610,,282299,135421
,,,254486,137647,,282303,135450
,,,254706,137662,,282553,135453
,,,254721,137691,,282592,135461
,,,254853,137718,,282597,135484
,,,254987,137755,,282603,135490
,,,255008,137794,,282646,135491
,,,255021,137802,,282796,135542
,,,255027,138554,,282801,135543
,,,255028,138588,,282852,135562
,,,255030,138626,,282877,135570
,,,255072,138632,,282915,135573
,,,255189,138656,,282990,135587
,,,255198,138665,,283024,135588
,,,255718,138772,,283121,135615
,,,255842,138811,,283125,135616
,,,255853,138823,,283204,135627
,,,255878,138861,,283210,135628
,,,256466,138874,,283238,135630
,,,256494,138893,,283246,135673
,,,256712,138961,,283558,135683
,,,256716,138963,,283581,135687
,,,257081,139057,,283617,135705
,,,257190,139282,,283692,135706
,,,257666,139290,,283696,135710
,,,258208,139313,,283817,135719
,,,258328,139357,,283826,135749
,,,258542,139456,,283845,135797
,,,258648,139459,,283890,135832
,,,258774,139509,,283932,135836
,,,258972,139522,,283954,135843
,,,259021,139608,,284037,135846
,,,259042,139646,,284110,135848
,,,259156,139706,,284123,135861
,,,259679,139724,,284156,135866
,,,259930,139787,,284166,135892
,,,259967,139812,,284175,135894
,,,260349,139828,,284176,135904
,,,260615,139941,,284182,135909
,,,260633,139990,,284272,135910
,,,260672,140039,,284325,135929
,,,261000,140164,,284347,135937
,,,261045,140214,,284392,135941
,,,261146,140492,,284427,135951
,,,261162,140633,,284446,135962
,,,261183,140677,,284453,135977
,,,261510,142270,,284461,135979
,,,261662,142274,,284478,135980
,,,261673,142278,,284489,136020
,,,261801,142520,,284491,136036
,,,261943,142592,,284514,136040
,,,262358,142714,,284531,136044
,,,263194,142716,,284614,136066
,,,263422,142765,,284621,136076
,,,263548,142948,,284630,136083
,,,264492,142953,,284638,136088
,,,264941,143001,,284681,136097
,,,264955,143322,,284692,136102
,,,265540,143325,,284780,136113
,,,266146,143346,,284828,136145
,,,266183,143507,,284949,136159
,,,266319,143652,,285084,136161
,,,266335,143654,,285237,136171
,,,266525,144864,,285263,136172
,,,267216,144933,,285320,136178
,,,267788,145039,,285328,136205
,,,268337,145904,,285354,136208
,,,268446,146053,,285365,136224
,,,268685,146083,,285420,136242
,,,268820,146096,,285435,136243
,,,269219,146206,,285486,136250
,,,269264,146220,,285519,136257
,,,269348,146221,,285573,136263
,,,269386,146279,,285590,136271
,,,269750,146336,,285595,136285
,,,269897,146348,,285631,136286
,,,269940,146450,,285934,136308
,,,270015,146803,,285936,136310
,,,270072,146955,,285975,136320
,,,270278,147042,,286142,136322
,,,270567,147290,,286146,136323
,,,270610,147309,,286148,136327
,,,270761,147626,,286377,136357
,,,270779,147653,,286389,136362
,,,270972,147654,,286394,136365
,,,271113,147655,,286460,136389
,,,271144,147745,,286466,136406
,,,271935,147772,,286499,136410
,,,271988,147919,,286529,136420
,,,272002,148201,,286549,136421
,,,272018,148329,,286578,136798
,,,272041,148372,,286580,136801
,,,272053,148376,,286762,136818
,,,272077,148565,,286772,136838
,,,272084,148568,,286778,136850
,,,272120,148607,,286812,136876
,,,272142,148763,,286819,136877
,,,272145,148912,,286821,136880
,,,272157,148914,,286822,136891
,,,272180,149603,,286824,136892
,,,272202,149674,,286849,136902
,,,272215,149809,,286865,136903
,,,272234,150282,,286893,137007
,,,272242,150818,,287985,137010
,,,272244,150829,,288370,137013
,,,272250,150868,,288371,137032
,,,272252,150913,,288407,137513
,,,272254,150916,,288424,137533
,,,272268,151119,,288535,137554
,,,272280,151186,,288619,137567
,,,272292,151356,,288704,137588
,,,272308,151443,,288753,137602
,,,272324,151480,,288829,137615
,,,272336,151482,,289196,137623
,,,272357,151492,,289237,137625
,,,272377,151551,,289239,137639
,,,272400,151578,,289241,137652
,,,272402,151607,,289366,137666
,,,272427,151613,,289618,137681
,,,272429,151803,,289721,137690
,,,272447,151816,,289749,137697
,,,272499,152219,,289853,137713
,,,272501,152243,,290161,137716
,,,272512,152459,,290358,137719
,,,272517,152543,,290440,137731
,,,272531,152579,,290716,137736
,,,272533,152662,,290772,137739
,,,272542,152669,,290802,137759
,,,272972,152688,,290821,137764
,,,273100,152726,,290875,137783
,,,273620,152829,,290886,137802
,,,273816,152864,,290906,137811
,,,273886,152881,,290930,137831
,,,274126,152900,,290932,137837
,,,274303,152906,,290952,137838
,,,275074,152989,,291195,137854
,,,275081,153483,,291289,138512
,,,275177,153487,,291318,138536
,,,275259,153700,,291330,138537
,,,275380,154099,,291364,138541
,,,275540,154228,,291509,138542
,,,275711,154259,,291540,138557
,,,275720,154369,,291719,138566
,,,276197,154372,,291855,138590
,,,276556,154382,,291975,138599
,,,276698,154392,,291997,138603
,,,276732,154403,,292277,138611
,,,276782,154464,,292305,138639
,,,276847,154496,,292332,138641
,,,276854,154558,,292405,138645
,,,277069,154580,,292434,138668
,,,277323,155091,,292435,138783
,,,277524,155094,,292629,138791
,,,278068,155111,,292730,138829
,,,278089,155128,,293771,138832
,,,278525,155678,,293901,138844
,,,278550,155683,,294163,138876
,,,278600,155750,,294210,138892
,,,278616,155855,,294323,138913
,,,278759,155861,,294358,138915
,,,278934,156283,,294392,138920
,,,278963,157021,,294428,138945
,,,279611,157036,,294434,138953
,,,279666,157037,,294795,138955
,,,280193,157096,,294954,138961
,,,280399,157276,,295052,138965
,,,280599,157317,,295080,138985
,,,280948,157326,,295138,138996
,,,281013,157362,,295146,138997
,,,282615,157373,,295169,139027
,,,282941,157912,,295230,139063
,,,282989,157936,,295260,139066
,,,282997,157990,,295270,139089
,,,283195,158027,,295312,139091
,,,283595,158079,,295328,139097
,,,283684,158136,,295354,139098
,,,283702,158179,,295362,139099
,,,283723,158210,,295370,139279
,,,283729,158232,,295396,139285
,,,283733,158236,,295831,139290
,,,283745,158242,,295842,139295
,,,283749,158253,,295909,139319
,,,283893,158255,,295912,139357
,,,284105,158275,,295915,139360
,,,284149,158286,,296035,139362
,,,284260,158289,,296140,139377
,,,284342,158291,,296163,139388
,,,284372,158293,,296165,139398
,,,284392,158303,,296194,139403
,,,284491,158346,,296400,139405
,,,284545,158396,,296455,139442
,,,284724,158403,,296532,139462
,,,284745,158420,,296587,139464
,,,284753,158428,,297142,139465
,,,284888,158449,,297299,139522
,,,284890,158470,,297370,139544
,,,284929,158520,,297975,139549
,,,285007,158742,,298019,139554
,,,285445,158749,,298037,139579
,,,285913,158936,,298039,139594
,,,285936,158944,,298069,139628
,,,286162,158946,,298078,139681
,,,286171,158956,,298109,139687
,,,286347,158990,,298114,139693
,,,286378,159037,,298127,139705
,,,286386,159114,,298147,139738
,,,286388,159134,,299568,139750
,,,286394,159146,,299611,139759
,,,286748,159148,,299785,139766
,,,286797,159161,,299834,139767
,,,288331,159164,,300021,139786
,,,289231,159167,,300033,139788
,,,289243,159204,,300106,139790
,,,289329,159228,,300134,139797
,,,289353,159267,,300172,139803
,,,289625,159399,,300218,139806
,,,289713,159430,,300299,139822
,,,290424,159470,,300303,139826
,,,290759,159499,,300394,139835
,,,290915,159533,,300401,139855
,,,290964,159542,,300902,139857
,,,291202,159565,,300919,139886
,,,291612,159601,,300933,139889
,,,291875,159659,,300970,139902
,,,292713,159698,,300971,139904
,,,293818,159794,,300984,139906
,,,293841,159845,,301460,139910
,,,293887,159857,,301656,139911
,,,293896,159864,,301688,139923
,,,294157,159880,,301689,139924
,,,294210,159889,,301904,139932
,,,294311,159916,,302068,139942
,,,294444,159923,,302073,139958
,,,294447,159977,,302085,139988
,,,294517,160141,,302282,140000
,,,294824,160168,,303847,140043
,,,294830,160171,,304084,140055
,,,294841,160172,,304086,140060
,,,295282,160240,,304116,140070
,,,296066,160254,,304126,140076
,,,296165,160345,,304180,140078
,,,296215,160376,,304323,140088
,,,296490,160401,,304342,140090
,,,296552,160499,,304561,140093
